"EV24","FG","Q","SQ","TN","TX","UG","LAI","rd_imputed"
4.06,254.74,22.53,9.33,13.7,24.62,79.99,1.225,0
2.36,226.72,13.79,5.15,12.73,20.71,80.12,1.2375,2.3
5.32,206.47,28.83,14.86,11.44,28.84,65.34,1.25,4.4
4.22,170.25,22.41,8.88,14.29,29.09,69.6,1.2625,5.8
1.86,185.15,10.4,1.53,17.01,22.33,87.88,1.275,1
4.64,208,25.09,10.42,15.98,26.58,75.58,1.2875,0
4.42,253.71,24.4,10.12,15.01,25.17,75.14,1.3,6.9
4.37,346.92,24.76,8.97,12.69,23.87,68.53,1.475,2.8
1.86,284.53,11.34,0.93,11.7,19.06,76.15,1.65,0
2.33,222.79,14.35,2.79,9.21,18.81,74.52,1.825,4.1
2.58,303.81,15.56,4.25,8.45,21.26,80.6,2,2
4.03,128.37,22.78,8.61,11.35,24.45,72.13,2.175,0
3.34,242.3,19.12,4.68,12.43,24.75,68.92,2.35,0
2.05,337.79,12.2,2.06,12.6,18.91,70.57,2.525,0.3
1.71,346.36,9.89,1.96,13.08,21.24,76.56,2.7,0
1.55,242.67,8.72,0,13.82,21.52,81.28,2.575,1.7
4.41,260.58,23.96,10.56,13.85,27.5,72.72,2.45,1.1
3.41,443.7,20.93,7.99,9.32,18.21,67.34,2.325,0
2.21,392.76,14.15,3.39,8.74,17.1,69.39,2.2,0
2.22,192.39,13.6,3.68,7.85,20.31,72.42,2.075,0
2.48,230.2,15.07,2.16,9.08,19.31,76.95,1.95,0
3.54,244.22,20.58,7.74,11.56,23.11,71.41,1.825,3.9
4.71,238.33,27.67,11.32,8.08,24.32,70.31,1.7,11.6
4.99,278.93,27.51,13.55,10.16,27.4,66.25,1.725,1.8
5.2,297.5,27.31,14.12,13.04,28.67,54.71,1.75,2.8
5.52,310.66,30,15.44,13.43,29,57.86,1.775,6.4
5.58,334.98,29.89,15.17,12.75,28.67,50.9,1.8,1
5.73,444.03,30.89,15.29,14.94,27.06,35.4,1.825,1.2
5.64,350.17,30.7,15.3,11.53,27.64,37.95,1.85,0.6
5.53,248.05,29.38,15.2,12.89,29.91,47.66,1.875,7.4
4.42,202.88,23.71,10.05,14.56,29.1,58.26,1.9,0.2
4.87,223.3,26.56,11.31,13.69,27.57,64.44,1.9,0
3.76,200.75,20.43,7.27,13.72,27.04,65.24,1.9,0
4.88,221.37,26.87,12.88,11.61,27.31,51.59,1.9,0
5.01,253.25,28.19,14.69,10.18,26.36,59.94,1.9,0
3.17,242.52,17.93,5.37,10.59,24.89,70.33,1.9,19.4
1.99,352.98,11.79,4.22,12.46,21.44,70.29,1.9,0.2
3.43,265.82,19.75,8.04,9.29,24,68.72,1.9,0
4.65,267.31,25.36,11.7,13.05,27.38,68.41,1.9,0
4.73,185.49,26.26,11.57,10.72,27.21,67.72,1.8375,1.8
5.23,211.89,28.71,14.54,12.46,27.3,62.23,1.775,0
5.32,195.52,28.37,14.68,11.65,29.43,52.39,1.7125,0
5.23,176.75,27.36,14,12.57,30.77,47.98,1.65,0
4.63,263.81,25.1,12.33,11.97,28.32,59.05,1.5875,0
3.88,148.75,20.73,9.66,10.26,26.73,58.86,1.525,0
3.89,167.64,20.96,8.2,12.47,28.68,57.79,1.4625,0
4.65,172.66,25.34,10.51,10.89,27.83,59.89,1.4,0
4.68,204.39,24.78,11.76,15.13,29.37,61.22,1.4,3.1
4.18,201.16,22.5,11.3,13.42,29.24,62.95,1.4,0
4.74,111.41,24.6,12.02,14.08,31.11,62.37,1.4,0.8
4.47,161.57,22.99,10.56,16.03,33.27,55.15,1.4,4.5
4.48,255.46,22.16,10.62,18.94,33.82,53.25,1.4,0.7
4.64,190.65,22.64,9.26,18.39,36.7,52.3,1.4,0
5.48,271.63,26.31,13.41,21.3,36.27,34.86,1.4,0.9
3.12,293.23,16.7,6.95,11.87,27.65,65.53,1.4,35
3.39,314.55,17.82,4.73,12.5,29.28,50.14,1.35,9.4
4.61,272.22,23.29,10.09,18.06,33.11,53.86,1.3,0
4.16,270.04,21.85,10.36,15.41,30.09,63.48,1.25,0
3.87,155.71,20.64,8.94,12.29,29.92,57.36,1.2,0
4.63,191.92,23.72,12.42,15.82,32.58,55.87,1.15,0
4.95,201.36,24.99,13.84,15.42,34.29,51.31,1.1,0
4.35,265.93,22.5,10.43,17.27,31.76,62.01,1.05,0
4.75,233.35,25.73,13.36,15.05,28.07,63.34,1,0
4.93,160.02,25.35,13.83,13.37,33.65,52.24,0.9375,0
4.87,158.86,24.11,12.33,14.3,36.34,46.33,0.875,3.1
2.39,351.17,13.06,3.82,11.48,25.33,71.04,0.8125,0
1.74,368.55,9.86,3.67,10.22,23.92,80.82,0.75,0
3.46,451.61,19.72,9.8,12.41,23.69,64.19,0.6875,1.2
3.6,284.61,21.34,11.78,10.75,22.68,69.43,0.625,3.6
3.73,232.72,20.33,7.31,11.5,28.5,55.37,0.5625,0
1.6,265.67,8.98,2.54,15.82,22.09,86.27,0.5,0
2.81,312.91,15.65,5.44,16.16,25.41,75.95,0.475,0
1.86,272.42,10.35,1.58,15.03,23.72,79.54,0.45,0
3.05,243.57,16.78,7.15,13.95,26.38,73.84,0.425,0
2.95,159.96,16.84,7.42,11.88,24.29,76.73,0.4,0
2.92,239.79,16.7,7.95,10.09,23.31,73.8,0.375,0
3.27,320.83,18.09,8.39,13.72,25.48,73.26,0.35,2.1
1.41,204.58,7.73,0.94,17.83,23.68,79.74,0.325,6.2
3.11,107.87,16.67,6.71,15.4,27.5,74.81,0.3,0.5
3.46,142.68,18.52,9.83,13.96,27.71,76.5,0.375,0
2.35,273.28,13.14,4.29,12.67,24.08,81.56,0.45,0
2.53,336.17,15.04,5.9,12.66,20.73,67.14,0.525,0
2.37,306.61,15.19,7.73,7.88,18.38,82.49,0.6,2.2
2.73,314.91,16.77,7.44,5.92,20.61,67.6,0.675,0
1.81,408.15,10.42,1.97,13.27,21.47,77.71,0.75,3
2.54,169.2,14.65,7.19,11.71,22.2,73.56,0.825,0
1.65,188.75,9.6,3.13,10.2,23.55,82.35,0.9,1.9
2.76,239.65,16.58,8.48,9.07,20.92,75.7,0.9125,7.9
2.32,137.13,14.67,5.45,8.08,19.79,75.81,0.925,0
2.93,138.29,18.16,10.63,6.07,21.27,70.99,0.9375,0
3.32,250.91,19.28,11.67,8.32,23.66,65.84,0.95,0
1.33,162.75,7.36,1.34,15.88,22.16,80.46,0.9625,0
2.51,107.4,13.61,4.77,17,26.06,83.39,0.975,0
2.26,169.23,12.18,2.02,16.2,26.03,80.11,0.9875,19
1.4,166.29,8.13,2.74,12.22,20.8,89.92,1,4.6
2.28,336.51,13.96,7.48,10.03,18.55,75.12,0.975,0
2.09,285.02,12.88,5.24,9.29,19.58,73.75,0.95,0
2.57,238.72,14.71,5.91,12.94,24.41,67.41,0.925,0
1.57,235.89,9.14,1.57,13.65,21.56,78.94,0.9,0.6
2.89,415.64,15.98,9.24,14.1,25.93,69.16,0.875,0
0.77,248.5,4.79,0.05,13.01,19.98,88.1,0.85,1.5
2.39,161.45,14.66,6.99,7.32,20.03,74.71,0.825,0
2.51,190.15,15.95,8.93,4.49,20.66,72.95,0.8,0
2.06,225.79,12.54,6.73,9.49,20.48,77.48,0.7875,0
2.4,163.69,14.42,7.74,8.07,23.35,73.51,0.775,0
2.81,165.23,16.45,10.9,8.26,26.04,65.29,0.7625,0
3,348.84,16.44,11.5,13.05,28.68,59.94,0.75,0.1
2.63,345.37,14.56,9.69,13.08,25.95,69.27,0.7375,0
2.53,370.27,13.79,8.25,14.17,25.3,64.85,0.725,0
1.58,590.63,9.45,4.53,10.96,20.57,66.39,0.7125,0.1
1.1,334.95,7.18,1.55,9.85,16.43,84.74,0.7,0
0.38,241.75,2.53,0.15,7.18,11.74,95.32,0.725,0
1.8,233.04,12.65,8.54,4.08,15.49,80.58,0.75,0
2.03,96.86,14.16,9.96,2.21,16.22,78.54,0.775,0
2.15,222.27,14.4,8.85,4.13,19.29,69.83,0.8,0
2.39,166.88,15.07,10.74,5.75,22.44,68.92,0.825,0
1.31,266.71,8.67,4.17,3.73,16.74,75.12,0.85,0
1.91,94.06,13.93,10.37,0.88,15.67,77.28,0.875,0
1.85,129.85,12.78,7.88,-0.52,17.18,75.92,0.9,0
1.48,267.99,10.26,6.71,5.6,13.74,80.92,0.8625,0
0.68,364.41,4.58,2.31,7.18,16.04,84.61,0.825,0
1.66,225.04,10.75,7.23,7.05,16.76,77.07,0.7875,0
1.45,231.12,8.73,4.6,8.54,18.82,81.83,0.75,0
2.08,129.82,13.27,10.18,6.39,22.21,79.57,0.7125,0
2,208.63,12.08,9.64,7.39,23.8,77.77,0.675,0
1.73,286.21,11.88,7.94,3.17,15.57,77.05,0.6375,0
1.57,110.19,11.04,8.68,1.39,17.47,81.08,0.6,2.7
1.8,99.65,11.94,7.83,3.23,19.72,80.9,0.625,0
1.97,238.34,11.91,9.57,5.73,24.1,74.06,0.65,0
1.53,272.58,8.8,6.1,10.9,24.16,70.87,0.675,0
1.81,332.53,10.05,8.29,14.2,24.7,71.76,0.7,0
1.98,295.09,10.69,9.32,14.93,27.18,63.29,0.725,0
1.84,319.39,10.4,8.42,13.39,26,59.26,0.75,0
1.6,197.78,9.23,6.87,10.42,24.63,65.24,0.775,0
1.39,126.22,8.45,6.02,8.06,25.01,72.55,0.8,0
1.45,127.08,8.84,8.69,8.55,20.84,82.92,0.7375,0
0.61,243.83,4.06,1.06,8.86,16,83.46,0.675,0.3
1.35,188.55,9.11,6.97,4.32,16.8,82.87,0.6125,0
1.16,83.93,8.4,6.81,0.78,15.39,85.48,0.55,0
1.2,100.53,8.37,7.69,2.71,16.76,80.25,0.4875,0
1.07,235.18,6.87,5.16,1.61,16.19,79.69,0.425,0
0.56,436.54,3.78,1.15,1.94,14.95,79.52,0.3625,0
0.55,346.13,3.54,1.53,12.34,15.82,88.98,0.3,0
0.39,274.76,2.45,0.16,10.45,13.48,84.14,0.3625,0.5
0.37,379.9,2.69,0.31,4.24,11.78,87.58,0.425,1.6
1,236.14,7.57,7.24,1.61,11.45,87.25,0.4875,0
0.86,427.03,6.93,6.21,1.52,7.39,78.42,0.55,0
0.2,430.48,1.74,0,2.26,6.25,84.48,0.6125,0
0.4,482.27,3.02,0.48,3.46,9.07,90.66,0.675,0
0.93,312.37,6.65,5.79,3.38,11.2,79.82,0.7375,0
0.39,284.09,2.69,0.08,7.61,12.43,81.99,0.8,0
0.95,262.58,6.83,6.59,0.99,11.7,84.21,0.725,0
0.78,147.09,6.47,7.44,-1.82,10.04,89.55,0.65,0
0.87,171.98,6.71,7.03,-1.83,12.75,89.02,0.575,0
0.62,181.85,4.39,3.21,4.33,12.08,92.8,0.5,1.4
0.96,213.41,6.16,5.88,5.6,18.35,80.99,0.425,0
0.6,364.34,3.79,2.51,7.95,14.82,78.87,0.35,21.9
0.97,251.73,6.73,7.76,4.12,13.48,82.35,0.275,4.3
0.6,242.11,4.06,2.71,4.84,12.63,86.01,0.2,0
0.2,415.18,1.27,0.22,10.25,13.65,86.81,0.4125,2.3
0.36,432.63,2.28,0.54,9.71,13.81,85.06,0.625,15.3
0.18,186.43,1.25,0.13,8.54,11.43,95.33,0.8375,0
0.64,403.99,4.36,4.71,6.52,13.06,86.63,1.05,0
0.78,215.57,5.66,7.83,3.11,12.81,89.44,1.2625,12.9
0.78,198.3,5.93,7.47,1.94,12.13,88.8,1.475,0
0.64,194.05,5.39,6.72,-1.47,10.4,87.11,1.6875,0
0.71,342.71,5.86,7.64,0.21,9.34,77.91,1.9,0
0.7,369.73,5.56,6.98,-1.48,7.05,70.17,1.85,0
0.3,511.99,2.33,1.23,1.45,6.78,80.17,1.8,0
0.18,555.47,1.38,0.06,1.85,4.46,73.97,1.75,0
0.4,284.6,3.3,2.72,1.33,5.44,83.12,1.7,3
0.25,212.25,2.26,1.78,-1.23,5.21,86.69,1.65,2.9
0.5,200.7,4.26,4.97,-2.22,8.27,88.7,1.6,2.9
0.1,211.86,1.02,0,-0.49,3.36,95.7,1.55,1.4
0.1,253.38,0.78,0,2.22,4.28,95.94,1.5,0
0.18,283.41,1.34,0,3.07,6.32,89.71,1.4625,0
0.23,201.16,1.86,0.41,1.2,5.39,87.06,1.425,13.8
0.21,426.03,1.49,0,1.71,9.36,86.76,1.3875,0
0.13,436.99,0.97,0.75,8.65,10.93,83.45,1.35,0
0.41,382.52,2.96,2.01,5.98,11.69,83.41,1.3125,0
0.36,453.1,2.56,1.68,4.97,9.97,88.87,1.275,0
0.11,472.59,0.71,0,9.38,13.8,93.89,1.2375,0
0.32,459.43,2.08,1.69,7.75,13.39,88.89,1.2,3.6
0.49,142.17,4.11,5.53,-0.02,9.08,90.01,1.2875,4.7
0.22,267.14,1.65,0.03,0.54,8.73,91.19,1.375,4.1
0.11,427.83,1.02,0,8.38,12.64,93.44,1.4625,0
0.11,579.42,0.68,0,5.82,12.17,90.59,1.55,0
0.16,696.23,1.06,0.29,5.8,10.71,82.92,1.6375,0
0.27,527.79,1.84,1.47,4.91,9.68,85.21,1.725,0
0.26,297.14,2.14,2.25,1.94,7.28,86.29,1.8125,0
0.35,172.1,2.98,3.7,-1,7.53,86.5,1.9,1.3
0.19,155.98,1.86,0.4,-2.79,4.35,93.4,1.85,0
0.39,319.64,3.71,6.25,-1.04,2.96,87.63,1.8,0
0.18,225.74,1.6,0.79,-1.33,1.9,87.51,1.75,0
0.1,330.4,1.07,0,-0.5,0.97,70.94,1.7,0
0.09,279.05,0.92,0,-0.86,3.29,96.04,1.65,0
0.14,327.91,1.04,0.64,2.41,8.04,94.31,1.6,0
0.39,372.52,3.06,5.93,4.06,8.27,83.34,1.55,0
0.21,357.83,1.77,0.55,4.98,9.87,85.15,1.5,1.3
0.15,439.81,1.1,0.03,5.73,8.62,87.83,1.3625,2.5
0.11,637.66,0.73,0,7.69,13.1,85.42,1.225,5.9
0.21,441.42,1.5,0.66,7.37,11.03,86.6,1.0875,14.8
0.1,286.85,0.69,0,5.68,9.29,96.02,0.95,1
0.49,167.11,3.83,5.53,0.25,7.43,88.3,0.8125,0
0.32,252.88,2.35,1.64,-1.73,6.13,86.48,0.675,0
0.24,209.82,1.83,1.19,-1.9,4.37,91.2,0.5375,0
0.28,106.35,2.58,2.67,-2.5,5.23,86.29,0.4,0
0.14,190.76,1.4,1.06,-3.95,3.22,93.67,0.34,0
0.11,440.37,0.99,0,2.98,9.79,91.33,0.28,0.1
0.2,274.67,1.45,0.03,5.16,8.96,90.85,0.22,2
0.11,238.03,1.04,0.08,7.43,9.81,95.06,0.16,0.4
